1	2
2	1
3	2
4	2
5	4
6	4
7	7
8	5
9	6
10	5
11	6
12	1
13	1
14	1
15	8
16	1
17	7
18	8
19	2
20	4
21	2
22	4
23	9
24	5
25	1
26	4
27	2
28	2
29	3
30	1
31	2
32	7
33	5
34	6
35	9
36	2
37	7
38	7
39	3
40	7
41	2
42	6
43	7
44	4
45	6
46	3
47	5
48	1
49	2
50	1
51	1
52	5
53	9
54	1
55	5
56	3
57	9
58	3
59	1
60	6
61	6
62	9
63	2
64	2
65	1
66	4
67	1
68	1
69	4
70	9
71	7
72	1
73	4
74	1
75	5
76	4
77	1
78	7
79	1
80	3
81	6
82	2
83	2
84	7
85	7
86	7
87	1
88	10
89	5
90	4
91	3
92	3
93	8
94	8
95	6
96	1
97	3
98	10
99	8
100	1
101	10
102	1
103	3
104	6
105	7
106	4
107	8
108	3
109	2
110	2
111	3
112	3
113	5
114	8
115	2
116	2
117	4
118	2
119	7
120	5
121	9
122	3
123	4
124	1
125	2
126	4
127	5
128	1
129	3
130	7
131	6
132	3
133	4
134	1
135	6
136	4
137	2
138	9
139	2
140	4
141	1
142	2
143	6
144	3
145	5
146	1
147	5
148	5
149	3
150	10
151	6
152	5
153	10
154	4
155	1
156	10
157	4
158	9
159	1
160	8
161	3
162	6
163	4
164	1
165	3
166	5
167	9
168	3
169	7
170	7
171	9
172	5
173	1
174	7
175	6
176	9
177	4
178	3
179	1
180	3
181	1
182	2
183	5
184	3
185	4
186	5
187	8
188	3
189	2
190	5
191	3
192	2
193	5
194	4
195	3
196	3
197	6
198	1
199	1
200	4
201	7
202	6
203	1
204	6
205	2
206	1
207	8
208	5
209	5
210	1
211	4
212	3
213	2
214	3
215	3
216	3
217	1
218	3
219	5
220	4
221	4
222	3
223	2
224	8
225	2
226	5
227	4
228	3
229	1
230	2
231	9
232	1
233	5
234	5
235	5
236	2
237	4
238	8
239	2
240	3
241	5
242	7
243	9
244	1
245	1
246	9
247	6
248	6
249	2
250	10
251	10
252	3
253	4
254	2
255	5
256	7
257	2
258	5
259	4
260	8
261	8
262	1
263	5
264	7
265	4
266	8
267	4
268	2
269	6
270	8
271	1
272	2
273	2
274	5
275	3
276	4
277	6
278	8
279	1
280	10
281	8
282	5
283	2
284	2
285	3
286	2
287	1
288	8
289	3
290	8
291	10
292	4
293	6
294	7
295	6
296	1
297	10
298	2
299	3
300	2
301	4
302	2
303	3
304	4
305	4
306	2
307	8
308	5
309	1
310	2
311	10
312	10
313	8
314	2
315	3
316	2
317	4
318	5
319	7
320	7
321	8
322	1
323	10
324	7
325	5
326	3
327	5
328	3
329	8
330	1
331	7
332	7
333	10
334	10
335	9
336	6
337	2
338	7
339	10
340	4
341	6
342	5
343	6
344	5
345	3
346	6
347	9
348	2
349	2
350	1
351	5
352	5
353	8
354	4
355	1
356	2
357	6
358	5
359	7
360	3
361	3
362	2
363	2
364	5
365	5
366	1
367	7
368	4
369	3
370	4
371	10
372	2
373	1
374	7
375	5
376	2
377	5
378	9
379	4
380	6
381	1
382	9
383	7
384	7
385	10
386	1
387	10
388	1
389	6
390	7
391	3
392	4
393	9
394	7
395	10
396	8
397	6
398	2
399	3
400	10
401	8
402	7
403	4
404	1
405	6
406	3
407	4
408	1
409	5
410	5
411	9
412	9
413	5
414	2
415	3
416	3
417	4
418	2
419	1
420	7
421	1
422	4
423	9
424	3
425	4
426	3
427	2
428	3
429	2
430	2
431	5
432	1
433	8
434	2
435	8
436	7
437	3
438	4
439	5
440	8
441	2
442	8
443	3
444	1
445	4
446	7
447	1
448	2
449	5
450	6
451	9
452	4
453	2
454	4
455	2
456	5
457	4
458	3
459	4
460	1
461	2
462	1
463	8
464	5
465	2
466	4
467	3
468	1
469	3
470	3
471	7
472	1
473	10
474	2
475	1
476	6
477	6
478	5
479	1
480	5
481	5
482	5
483	6
484	3
485	2
486	7
487	5
488	2
489	4
490	8
491	10
492	9
493	8
494	6
495	2
496	4
497	9
498	6
499	4
500	4
501	7
502	2
503	4
504	3
505	8
506	9
507	5
508	4
509	6
510	4
511	2
512	8
513	5
514	6
515	6
516	3
517	10
518	3
519	1
520	1
521	2
522	4
523	3
524	3
525	3
526	2
527	6
528	2
529	9
530	2
531	7
532	3
533	1
534	3
535	9
536	9
537	6
538	2
539	1
540	4
541	7
542	6
543	4
544	7
545	5
546	7
547	6
548	10
549	3
550	3
551	8
552	10
553	3
554	8
555	6
556	2
557	10
558	5
559	3
560	8
561	2
562	2
563	3
564	10
565	1
566	5
567	4
568	2
569	5
570	1
571	2
572	5
573	6
574	7
575	1
576	3
577	1
578	10
579	2
580	2
581	6
582	1
583	2
584	8
585	4
586	4
587	5
588	2
589	1
590	10
591	5
592	9
593	6
594	1
595	5
596	9
597	3
598	2
599	6
600	2
601	5
602	5
603	8
604	1
605	3
606	3
607	5
608	2
609	2
610	8
611	7
612	1
613	8
614	8
615	1
616	2
617	7
618	6
619	8
620	7
621	5
622	5
623	4
624	3
625	1
626	1
627	10
628	1
629	3
630	1
631	4
632	3
633	10
634	10
635	7
636	1
637	8
638	1
639	2
640	2
641	8
642	7
643	5
644	3
645	1
646	3
647	2
648	7
649	3
650	4
651	3
652	2
653	10
654	2
655	1
656	2
657	5
658	9
659	2
660	4
661	3
662	6
663	7
664	6
665	2
666	4
667	1
668	4
669	3
670	1
671	6
672	6
673	9
674	3
675	8
676	5
677	1
678	1
679	6
680	4
681	7
682	1
683	10
684	4
685	1
686	1
687	7
688	9
689	2
690	4
691	4
692	3
693	1
694	3
695	1
696	3
697	3
698	3
699	3
700	1
701	10
702	2
703	2
704	2
705	2
706	2
707	2
708	4
709	4
710	8
711	3
712	9
713	5
714	3
715	1
716	5
717	7
718	9
719	6
720	7
721	4
722	1
723	5
724	2
725	5
726	3
727	10
728	4
729	1
730	5
731	6
732	2
733	6
734	10
735	9
736	10
737	3
738	5
739	7
740	7
741	3
742	6
743	3
744	3
745	5
746	1
747	4
748	6
749	9
750	1
751	4
752	6
753	6
754	1
755	2
756	10
757	2
758	5
759	6
760	4
761	3
762	10
763	3
764	1
765	6
766	7
767	5
768	1
769	2
770	1
771	6
772	1
773	10
774	5
775	7
776	6
777	1
778	2
779	3
780	8
781	3
782	6
783	1
784	8
785	8
786	1
787	3
788	1
789	3
790	3
791	4
792	6
793	4
794	8
795	2
796	3
797	9
798	3
799	6
800	7
801	6
802	1
803	2
804	6
805	2
806	4
807	1
808	1
809	5
810	1
811	9
812	4
813	2
814	1
815	1
816	10
817	7
818	1
819	4
820	7
821	2
822	1
823	6
824	8
825	1
826	9
827	1
828	5
829	1
830	3
831	4
832	7
833	3
834	2
835	1
836	2
837	9
838	3
839	1
840	4
841	3
842	1
843	9
844	1
845	4
846	3
847	4
848	5
849	5
850	2
851	6
852	2
853	2
854	10
855	2
856	3
857	2
858	4
859	7
860	9
861	1
862	5
863	7
864	2
865	6
866	4
867	1
868	1
869	5
870	4
871	2
872	8
873	4
874	1
875	1
876	3
877	5
878	9
879	1
880	2
881	2
882	5
883	9
884	2
885	5
886	6
887	10
888	1
889	1
890	1
891	8
892	6
893	4
894	1
895	1
896	8
897	2
898	3
899	4
900	7
901	2
902	2
903	7
904	1
905	3
906	2
907	2
908	3
909	1
910	1
911	9
912	2
913	5
914	3
915	8
916	6
917	10
918	7
919	9
920	4
921	6
922	8
923	7
924	10
925	10
926	2
927	5
928	7
929	8
930	2
931	3
932	3
933	3
934	7
935	3
936	7
937	5
938	6
939	7
940	1
941	2
942	2
943	5
944	2
945	1
946	2
947	1
948	2
949	6
950	2
951	4
952	1
953	6
954	1
955	7
956	4
957	2
958	1
959	5
960	2
961	7
962	1
963	6
964	8
965	3
966	4
967	4
968	1
969	9
970	10
971	10
972	9
973	6
974	5
975	3
976	6
977	5
978	3
979	2
980	10
981	3
982	1
983	2
984	1
985	1
986	4
987	2
988	3
989	6
990	7
991	3
992	9
993	8
994	9
995	2
996	5
997	7
998	4
999	3
1000	1
